,types,prediction,err type,err label,probability
7814,0,0,0,"fantasy, correct",0.001743485311300958
3328,0,0,0,"fantasy, correct",0.30756406809061004
7971,0,0,0,"fantasy, correct",0.05993361787063376
18010,1,0,1,scifi->fantasy,0.28550009551306516
9851,0,1,2,fantasy->scifi,0.7140285158910872
4254,0,0,0,"fantasy, correct",0.22211936777717292
18367,1,0,1,scifi->fantasy,0.4639897853223683
11907,1,1,3,"scifi, correct",0.924940573820122
16645,1,1,3,"scifi, correct",0.8728715456130909
4314,0,0,0,"fantasy, correct",0.04656360657697624
10596,1,1,3,"scifi, correct",0.5630838288073196
1693,0,1,2,fantasy->scifi,0.9033399246802787
17236,1,1,3,"scifi, correct",0.5578536805679254
8747,0,1,2,fantasy->scifi,0.6831870930677747
10713,1,1,3,"scifi, correct",0.9987895556609329
19737,1,1,3,"scifi, correct",0.9998962677514793
6565,0,0,0,"fantasy, correct",1.8255153912030893e-08
4678,0,0,0,"fantasy, correct",0.007744906692735507
18987,1,1,3,"scifi, correct",0.9999999842169096
8541,0,1,2,fantasy->scifi,0.6462908064269836
13415,1,1,3,"scifi, correct",0.8708807558677718
1090,0,0,0,"fantasy, correct",0.3721846233050491
14095,1,0,1,scifi->fantasy,0.041702543679146595
18235,1,1,3,"scifi, correct",0.9975922309621509
19090,1,0,1,scifi->fantasy,0.39998524067198854
11390,1,0,1,scifi->fantasy,0.4871605964143182
11636,1,1,3,"scifi, correct",0.8892499109572316
19961,1,0,1,scifi->fantasy,0.34609371710637543
14660,1,1,3,"scifi, correct",0.9998876759001005
10100,1,1,3,"scifi, correct",0.9613151220977989
3051,0,0,0,"fantasy, correct",1.4538593524219208e-07
11102,1,1,3,"scifi, correct",0.9985948200173766
3225,0,0,0,"fantasy, correct",0.14317701967753263
367,0,0,0,"fantasy, correct",1.2017372032003673e-07
16214,1,1,3,"scifi, correct",0.7016664012868621
14645,1,1,3,"scifi, correct",0.8924205787482407
4278,0,0,0,"fantasy, correct",0.12710576073085453
5922,0,0,0,"fantasy, correct",0.49995896475986024
2077,0,1,2,fantasy->scifi,0.6124742272563954
16200,1,1,3,"scifi, correct",0.9401342888632528
16870,1,1,3,"scifi, correct",0.7896186089827554
4111,0,0,0,"fantasy, correct",0.1203244935232461
15773,1,1,3,"scifi, correct",0.6523338092618064
17398,1,1,3,"scifi, correct",0.6875432915189245
7157,0,0,0,"fantasy, correct",0.019317644771485176
4187,0,0,0,"fantasy, correct",0.3539111714469866
5150,0,0,0,"fantasy, correct",0.14636160503105125
18412,1,1,3,"scifi, correct",0.5744007512065847
7925,0,0,0,"fantasy, correct",0.3261724221823781
8823,0,0,0,"fantasy, correct",0.32018190840558186
19832,1,1,3,"scifi, correct",0.5827714716063517
9063,0,0,0,"fantasy, correct",0.08490138749470211
19692,1,1,3,"scifi, correct",0.9998207309111381
7480,0,1,2,fantasy->scifi,0.672799992236551
4606,0,0,0,"fantasy, correct",0.2088959996286478
393,0,0,0,"fantasy, correct",2.246630421017137e-06
5090,0,1,2,fantasy->scifi,0.7409504158271977
17068,1,1,3,"scifi, correct",0.9885138822025141
18563,1,1,3,"scifi, correct",0.8236906780569725
7624,0,0,0,"fantasy, correct",4.3774815937659666e-05
13957,1,1,3,"scifi, correct",0.999994838079368
12287,1,1,3,"scifi, correct",0.654069582210126
16584,1,1,3,"scifi, correct",0.8333613808225637
14765,1,0,1,scifi->fantasy,0.40185802677422583
1288,0,0,0,"fantasy, correct",0.008955372774355383
18176,1,1,3,"scifi, correct",0.953479635202908
6080,0,1,2,fantasy->scifi,0.6626340421848486
18674,1,1,3,"scifi, correct",0.9623934153458716
12144,1,1,3,"scifi, correct",0.9573966977033127
3617,0,1,2,fantasy->scifi,0.9135724565492329
5077,0,0,0,"fantasy, correct",0.28850284801735265
1943,0,0,0,"fantasy, correct",0.396555545164339
19674,1,1,3,"scifi, correct",0.8422187074268602
18600,1,1,3,"scifi, correct",0.9842375457305964
18795,1,1,3,"scifi, correct",0.5346574113699405
734,0,0,0,"fantasy, correct",0.00015262645550351408
19629,1,1,3,"scifi, correct",0.6436480670466136
9065,0,1,2,fantasy->scifi,0.7708865016237473
15138,1,1,3,"scifi, correct",0.7170350379724032
6820,0,1,2,fantasy->scifi,0.5429019742528658
13535,1,1,3,"scifi, correct",0.9896883752704041
5419,0,0,0,"fantasy, correct",0.12043401728759266
12879,1,1,3,"scifi, correct",0.7076625884870408
8081,0,0,0,"fantasy, correct",0.3717184604275644
12235,1,0,1,scifi->fantasy,0.0029127174742447377
2167,0,0,0,"fantasy, correct",0.0035117587809220265
12424,1,1,3,"scifi, correct",0.7500892974592638
11935,1,1,3,"scifi, correct",0.985766041274961
1351,0,0,0,"fantasy, correct",0.00844660529176541
5584,0,0,0,"fantasy, correct",0.1459028516850982
12073,1,1,3,"scifi, correct",0.6661194093270695
1561,0,0,0,"fantasy, correct",0.2657907571494051
19159,1,1,3,"scifi, correct",0.5445998346373743
1659,0,0,0,"fantasy, correct",0.4871605964143182
8048,0,0,0,"fantasy, correct",0.060020366287855925
14553,1,1,3,"scifi, correct",0.7845400073419394
4599,0,0,0,"fantasy, correct",0.08700699493996204
10415,1,1,3,"scifi, correct",0.880586738252465
1900,0,0,0,"fantasy, correct",0.4645661316971629
5411,0,0,0,"fantasy, correct",0.0025221795699036063
10428,1,1,3,"scifi, correct",0.582909197832507
4756,0,0,0,"fantasy, correct",0.3610913828020742
6418,0,0,0,"fantasy, correct",0.36974783255796784
15006,1,1,3,"scifi, correct",0.7264231157151111
14653,1,1,3,"scifi, correct",0.9999991239879675
17586,1,0,1,scifi->fantasy,0.09193516671410604
5332,0,0,0,"fantasy, correct",0.3270986930852131
7614,0,0,0,"fantasy, correct",0.30875145180384944
13875,1,1,3,"scifi, correct",0.8253194113777773
3954,0,0,0,"fantasy, correct",0.00045507064305702063
9568,0,0,0,"fantasy, correct",0.079488285615295
12725,1,1,3,"scifi, correct",0.7734049349989106
8886,0,0,0,"fantasy, correct",9.527011531980645e-07
19272,1,1,3,"scifi, correct",0.8902096803520042
9702,0,1,2,fantasy->scifi,0.7355960222447635
12668,1,1,3,"scifi, correct",0.9999759790897955
8047,0,0,0,"fantasy, correct",0.00030854368537479857
18996,1,0,1,scifi->fantasy,0.406428742516974
10509,1,1,3,"scifi, correct",0.660679833984427
14974,1,1,3,"scifi, correct",0.9936012790056306
18880,1,1,3,"scifi, correct",0.8523173444481044
2588,0,0,0,"fantasy, correct",0.04162821818208316
13430,1,0,1,scifi->fantasy,0.41272857583952827
3826,0,0,0,"fantasy, correct",0.0013148376923378022
13615,1,1,3,"scifi, correct",0.7502709870753509
14681,1,1,3,"scifi, correct",0.9487329160752498
15216,1,1,3,"scifi, correct",0.9993849517603812
6644,0,1,2,fantasy->scifi,0.5264847602512431
8783,0,0,0,"fantasy, correct",0.0684749121484508
14418,1,1,3,"scifi, correct",0.9568912640353398
5726,0,0,0,"fantasy, correct",0.15569815758507172
19114,1,0,1,scifi->fantasy,0.3346650960538757
18654,1,1,3,"scifi, correct",0.9920839019663772
5832,0,0,0,"fantasy, correct",7.068951165902335e-05
5318,0,1,2,fantasy->scifi,0.5186963803973438
14582,1,1,3,"scifi, correct",0.8958278159542683
10672,1,1,3,"scifi, correct",0.9997640941287282
15471,1,1,3,"scifi, correct",0.6436480670466136
16451,1,1,3,"scifi, correct",0.7866244014165839
2514,0,0,0,"fantasy, correct",0.00187557053809087
6855,0,0,0,"fantasy, correct",0.020672578058654394
12162,1,1,3,"scifi, correct",0.748594762887182
10948,1,1,3,"scifi, correct",0.9452601609923387
3589,0,0,0,"fantasy, correct",0.0003941858295550788
13233,1,1,3,"scifi, correct",0.7734049349989106
17989,1,1,3,"scifi, correct",0.8305550403528912
15233,1,1,3,"scifi, correct",0.9581573777639177
14378,1,1,3,"scifi, correct",0.9991179003837476
8033,0,0,0,"fantasy, correct",0.2785962265767902
2531,0,0,0,"fantasy, correct",0.0006101337811978489
3068,0,0,0,"fantasy, correct",0.05411659266389147
15449,1,0,1,scifi->fantasy,0.35948901805876443
470,0,0,0,"fantasy, correct",0.0786482337589321
15563,1,1,3,"scifi, correct",0.7734049349989106
19241,1,1,3,"scifi, correct",0.7032467591628985
9293,0,0,0,"fantasy, correct",0.3601110889364427
12299,1,1,3,"scifi, correct",0.9997441769659363
2313,0,0,0,"fantasy, correct",0.0893970423250636
12577,1,1,3,"scifi, correct",0.7964816009437338
19602,1,1,3,"scifi, correct",0.7698618593145157
5674,0,1,2,fantasy->scifi,0.5198713318413786
13485,1,1,3,"scifi, correct",0.9446597073288736
19343,1,1,3,"scifi, correct",0.9618820796965436
3094,0,1,2,fantasy->scifi,0.5611698069511214
17265,1,1,3,"scifi, correct",0.6400047044467831
1039,0,1,2,fantasy->scifi,0.6124742272563954
9975,0,1,2,fantasy->scifi,0.6230242664298764
17049,1,1,3,"scifi, correct",0.930902041801262
17737,1,1,3,"scifi, correct",0.8080054428215377
13187,1,1,3,"scifi, correct",0.9983476003987365
9994,0,0,0,"fantasy, correct",0.4958573414042518
6048,0,0,0,"fantasy, correct",6.420557156807812e-07
7586,0,0,0,"fantasy, correct",0.4615958638696196
6763,0,0,0,"fantasy, correct",0.3358692718036958
9117,0,0,0,"fantasy, correct",0.009062610307153733
902,0,0,0,"fantasy, correct",0.11951082992566593
5118,0,0,0,"fantasy, correct",0.2137065126910906
15745,1,1,3,"scifi, correct",0.9975890520555643
5014,0,0,0,"fantasy, correct",0.45231970357916973
1594,0,0,0,"fantasy, correct",0.22110619465938433
4838,0,0,0,"fantasy, correct",0.3738720650743325
18048,1,1,3,"scifi, correct",0.983388065516311
2143,0,0,0,"fantasy, correct",0.39165240015939573
15097,1,1,3,"scifi, correct",0.9999987730566106
17272,1,1,3,"scifi, correct",0.7734049349989106
5809,0,0,0,"fantasy, correct",0.3414924507999329
19965,1,1,3,"scifi, correct",0.6124742272563954
5747,0,1,2,fantasy->scifi,0.5894248071961478
6463,0,1,2,fantasy->scifi,0.6436480670466136
11802,1,1,3,"scifi, correct",0.6616058808221588
17717,1,1,3,"scifi, correct",0.8443589062833492
4882,0,1,2,fantasy->scifi,0.6333115768958533
7862,0,0,0,"fantasy, correct",0.03990459335080482
6790,0,0,0,"fantasy, correct",0.12800185217808044
3655,0,0,0,"fantasy, correct",4.619653162576418e-07
7876,0,1,2,fantasy->scifi,0.6207557524535896
13465,1,1,3,"scifi, correct",0.9475064910094829
5213,0,0,0,"fantasy, correct",0.03841886876542641
5005,0,1,2,fantasy->scifi,0.6779126020671274
2759,0,0,0,"fantasy, correct",0.00041464983622813807
13,0,0,0,"fantasy, correct",0.16398905645429784
11156,1,1,3,"scifi, correct",0.9445278318444331
15978,1,1,3,"scifi, correct",0.619888319291261
16491,1,1,3,"scifi, correct",0.5780050938383371
11378,1,1,3,"scifi, correct",0.8389442439622399
13931,1,0,1,scifi->fantasy,0.14081794738659478
17652,1,1,3,"scifi, correct",0.910122354949129
3747,0,0,0,"fantasy, correct",0.0634151098664547
12212,1,1,3,"scifi, correct",0.9510926994078384
5002,0,0,0,"fantasy, correct",0.010122414205077706
6035,0,0,0,"fantasy, correct",0.10196102975142633
19803,1,1,3,"scifi, correct",0.8392319405276873
5432,0,0,0,"fantasy, correct",0.026348244120220278
19689,1,1,3,"scifi, correct",0.979906300560025
3283,0,0,0,"fantasy, correct",0.16486041312614866
8255,0,0,0,"fantasy, correct",0.01332764199314161
4517,0,1,2,fantasy->scifi,0.8241245331751679
19878,1,1,3,"scifi, correct",0.774148336475913
377,0,1,2,fantasy->scifi,0.6124742272563954
2043,0,0,0,"fantasy, correct",0.11076821830957213
16639,1,1,3,"scifi, correct",0.7269812510934801
14416,1,1,3,"scifi, correct",0.7266276961664254
14572,1,1,3,"scifi, correct",0.5760981839724434
11407,1,1,3,"scifi, correct",0.9706629820478303
14999,1,1,3,"scifi, correct",0.6024743831980465
18228,1,1,3,"scifi, correct",0.8398295486178797
8170,0,1,2,fantasy->scifi,0.6849262775036934
2050,0,1,2,fantasy->scifi,0.5614216353409427
3015,0,0,0,"fantasy, correct",0.08182517002065634
17639,1,1,3,"scifi, correct",0.6912872037259912
6748,0,1,2,fantasy->scifi,0.5825153039788133
9931,0,0,0,"fantasy, correct",0.07036664943235169
1399,0,1,2,fantasy->scifi,0.544083977404432
7342,0,0,0,"fantasy, correct",0.18075907226230753
19030,1,1,3,"scifi, correct",0.892618269027164
2972,0,0,0,"fantasy, correct",0.4137704685212101
959,0,1,2,fantasy->scifi,0.7165331124100166
1870,0,0,0,"fantasy, correct",0.1123070995808174
4162,0,0,0,"fantasy, correct",0.07256541140358361
14381,1,1,3,"scifi, correct",0.9977901514158013
3766,0,0,0,"fantasy, correct",0.028141459328570106
4646,0,1,2,fantasy->scifi,0.5775068459880638
13855,1,1,3,"scifi, correct",0.9568887491904114
13884,1,0,1,scifi->fantasy,0.08636873279786426
12331,1,1,3,"scifi, correct",0.9953413748356099
16178,1,0,1,scifi->fantasy,0.03731211326505792
10533,1,1,3,"scifi, correct",0.9723614588623807
13035,1,1,3,"scifi, correct",0.9110061007526021
1678,0,0,0,"fantasy, correct",0.27019057292998483
6653,0,0,0,"fantasy, correct",0.37319146621968075
3530,0,0,0,"fantasy, correct",0.0238281237247658
12789,1,1,3,"scifi, correct",0.8777057135936819
2651,0,0,0,"fantasy, correct",0.48224491588535806
11055,1,1,3,"scifi, correct",0.9945958105825671
8938,0,0,0,"fantasy, correct",0.03214460390159652
3216,0,0,0,"fantasy, correct",0.16992462213345005
17853,1,0,1,scifi->fantasy,0.44052516866925495
18245,1,1,3,"scifi, correct",0.7066693640771786
10953,1,1,3,"scifi, correct",0.7807414380167934
15160,1,1,3,"scifi, correct",0.9803888139579133
3924,0,0,0,"fantasy, correct",0.08857652592743112
1781,0,1,2,fantasy->scifi,0.7559632337618701
15834,1,1,3,"scifi, correct",0.9958381581139961
14231,1,1,3,"scifi, correct",0.6941680546846742
13198,1,0,1,scifi->fantasy,0.4708600610444557
13188,1,1,3,"scifi, correct",0.8936926839180425
3912,0,0,0,"fantasy, correct",0.0866585064746805
17283,1,0,1,scifi->fantasy,0.2793761199398596
19410,1,1,3,"scifi, correct",0.5760981839724434
6489,0,0,0,"fantasy, correct",0.06930504743533465
16134,1,1,3,"scifi, correct",0.8792000220783612
4153,0,0,0,"fantasy, correct",0.27017805721042487
5895,0,0,0,"fantasy, correct",0.221331291267077
13462,1,0,1,scifi->fantasy,0.49170063257215507
10601,1,1,3,"scifi, correct",0.8122777671191922
11590,1,1,3,"scifi, correct",0.8729349719064438
6377,0,0,0,"fantasy, correct",0.028158129371517408
18037,1,0,1,scifi->fantasy,0.22828209177585684
10898,1,1,3,"scifi, correct",0.718092927650438
3496,0,1,2,fantasy->scifi,0.563409712820546
8311,0,0,0,"fantasy, correct",0.25575641728277787
18492,1,0,1,scifi->fantasy,0.17140469628335428
10256,1,0,1,scifi->fantasy,0.3030671736167298
15327,1,1,3,"scifi, correct",0.6381208898852521
19907,1,1,3,"scifi, correct",0.7103301250582731
18594,1,1,3,"scifi, correct",0.5026197035942527
17237,1,1,3,"scifi, correct",0.9583145331513748
941,0,0,0,"fantasy, correct",0.1119697321738238
10807,1,1,3,"scifi, correct",0.9410181156657917
15315,1,1,3,"scifi, correct",0.8749188722181952
4172,0,0,0,"fantasy, correct",0.001347172686577727
6616,0,0,0,"fantasy, correct",0.1993627527817388
18133,1,1,3,"scifi, correct",0.9174224619803472
2752,0,0,0,"fantasy, correct",0.00011946234546752355
10758,1,1,3,"scifi, correct",0.9788312411140203
19131,1,1,3,"scifi, correct",0.9445473292802461
2603,0,0,0,"fantasy, correct",0.2823786829488311
3265,0,0,0,"fantasy, correct",0.38850123608720666
9512,0,0,0,"fantasy, correct",2.9923158381857195e-09
2492,0,0,0,"fantasy, correct",0.3224423251664224
16862,1,1,3,"scifi, correct",0.9469300966967832
7041,0,0,0,"fantasy, correct",0.45043001443400704
208,0,0,0,"fantasy, correct",0.0005522743094577639
13426,1,1,3,"scifi, correct",0.9573714190497304
1580,0,1,2,fantasy->scifi,0.9258052697387412
10531,1,1,3,"scifi, correct",0.9974877356402919
17859,1,1,3,"scifi, correct",0.999711912973897
12466,1,1,3,"scifi, correct",0.7971716803307841
8568,0,0,0,"fantasy, correct",0.24224758425492135
19128,1,1,3,"scifi, correct",0.9999990715450253
11105,1,1,3,"scifi, correct",0.9694451240604791
11598,1,1,3,"scifi, correct",0.7450189975301484
10794,1,1,3,"scifi, correct",0.770808227276103
13399,1,1,3,"scifi, correct",0.8430960536640462
17753,1,0,1,scifi->fantasy,0.28509372695237784
19950,1,1,3,"scifi, correct",0.6115281948827498
16827,1,0,1,scifi->fantasy,0.26159764849685735
15877,1,1,3,"scifi, correct",0.6124742272563954
19318,1,1,3,"scifi, correct",0.7518315875608568
15360,1,1,3,"scifi, correct",0.9897640059597499
19589,1,1,3,"scifi, correct",0.9686183463101252
2897,0,0,0,"fantasy, correct",0.37320330061522916
1163,0,1,2,fantasy->scifi,0.6016700555960557
17694,1,1,3,"scifi, correct",0.7275757018708557
13261,1,1,3,"scifi, correct",0.6646268848367941
11672,1,1,3,"scifi, correct",0.999054117340053
16288,1,0,1,scifi->fantasy,0.21941142361954874
16566,1,0,1,scifi->fantasy,0.298047867699206
12964,1,1,3,"scifi, correct",0.5792986219737761
4928,0,0,0,"fantasy, correct",0.0012933659181604722
9033,0,0,0,"fantasy, correct",0.08773532675669651
2746,0,0,0,"fantasy, correct",0.003945989514446161
17044,1,1,3,"scifi, correct",0.6412931711934927
9296,0,1,2,fantasy->scifi,0.7539495818988744
12733,1,1,3,"scifi, correct",0.6961219563780161
14726,1,1,3,"scifi, correct",0.912469782915466
14947,1,1,3,"scifi, correct",0.6174820322816206
9705,0,0,0,"fantasy, correct",0.24849245162630873
5742,0,0,0,"fantasy, correct",0.15320306289572533
18750,1,1,3,"scifi, correct",0.7745501127626852
10445,1,1,3,"scifi, correct",0.7502782667118171
11893,1,1,3,"scifi, correct",0.9285189115120446
4005,0,0,0,"fantasy, correct",0.24935188887308543
11435,1,1,3,"scifi, correct",0.6204724631112799
19955,1,1,3,"scifi, correct",0.6124742272563954
18156,1,1,3,"scifi, correct",0.6497152025402789
3266,0,0,0,"fantasy, correct",0.31816145170292076
15608,1,1,3,"scifi, correct",0.7784519764904152
10568,1,1,3,"scifi, correct",0.7549031717712613
4499,0,0,0,"fantasy, correct",0.22895109571417027
7677,0,0,0,"fantasy, correct",7.469584733607761e-05
8736,0,0,0,"fantasy, correct",0.43814615128054446
4211,0,0,0,"fantasy, correct",0.2710560388800141
9828,0,0,0,"fantasy, correct",0.003037300458828404
8321,0,0,0,"fantasy, correct",0.33893215468836896
2447,0,1,2,fantasy->scifi,0.7167989063163364
7857,0,0,0,"fantasy, correct",0.43549671765429415
17981,1,1,3,"scifi, correct",0.7157284201500924
10545,1,1,3,"scifi, correct",0.7478581863226801
3903,0,0,0,"fantasy, correct",0.10771585393697827
12198,1,1,3,"scifi, correct",0.9387095409964088
16223,1,1,3,"scifi, correct",0.8939835275151223
14016,1,1,3,"scifi, correct",0.9318507803200364
7066,0,0,0,"fantasy, correct",0.23238117442126038
1558,0,0,0,"fantasy, correct",0.0028860835674278207
9300,0,0,0,"fantasy, correct",0.44097790849012136
11604,1,1,3,"scifi, correct",0.622327854832919
18595,1,0,1,scifi->fantasy,0.29210908714765527
4853,0,0,0,"fantasy, correct",0.0004584552551200941
13843,1,1,3,"scifi, correct",0.9193508611747859
16010,1,1,3,"scifi, correct",0.6573160096824542
7141,0,0,0,"fantasy, correct",0.07511266368473468
8121,0,1,2,fantasy->scifi,0.7446184018850542
6317,0,0,0,"fantasy, correct",0.004151558146442373
12506,1,1,3,"scifi, correct",0.8977772197478099
17374,1,1,3,"scifi, correct",0.6124742272563954
12540,1,1,3,"scifi, correct",0.5760981839724434
14184,1,1,3,"scifi, correct",0.7487400906248891
4226,0,0,0,"fantasy, correct",0.0023922320284948304
19367,1,1,3,"scifi, correct",0.506038954742069
14066,1,1,3,"scifi, correct",0.997716708927394
9395,0,1,2,fantasy->scifi,0.5513768645193857
3083,0,0,0,"fantasy, correct",0.01471463313217793
19151,1,1,3,"scifi, correct",0.7689750466501379
16256,1,0,1,scifi->fantasy,0.2900806120188696
3194,0,1,2,fantasy->scifi,0.6814379426524738
264,0,1,2,fantasy->scifi,0.8190637063178868
9127,0,0,0,"fantasy, correct",0.4847879749623917
2217,0,1,2,fantasy->scifi,0.6755288553992093
6885,0,0,0,"fantasy, correct",0.41771723876626354
18871,1,1,3,"scifi, correct",0.7159384702975934
11165,1,1,3,"scifi, correct",0.5721053330461954
1257,0,1,2,fantasy->scifi,0.5760981839724434
10076,1,1,3,"scifi, correct",0.9182999418389332
18070,1,1,3,"scifi, correct",0.7623010047060433
13067,1,1,3,"scifi, correct",0.9999335242250293
1071,0,1,2,fantasy->scifi,0.6124742272563954
17943,1,1,3,"scifi, correct",0.7363644391641125
19157,1,1,3,"scifi, correct",0.7641796704327867
12462,1,0,1,scifi->fantasy,0.3990120794062038
14364,1,0,1,scifi->fantasy,0.3733219911136173
2156,0,1,2,fantasy->scifi,0.5735279383315228
14372,1,1,3,"scifi, correct",0.7761959055081691
10324,1,1,3,"scifi, correct",0.9657507299920883
8644,0,0,0,"fantasy, correct",0.02792358126752126
5508,0,0,0,"fantasy, correct",0.0026566513944271865
674,0,0,0,"fantasy, correct",0.0056690923289407944
142,0,1,2,fantasy->scifi,0.6769407147245792
4497,0,1,2,fantasy->scifi,0.6938387513045816
14305,1,1,3,"scifi, correct",0.9940657342311537
5086,0,0,0,"fantasy, correct",0.085171087368596
16556,1,0,1,scifi->fantasy,0.2991497161017268
4193,0,0,0,"fantasy, correct",0.18503119352455366
3214,0,0,0,"fantasy, correct",0.001607350876769719
1614,0,0,0,"fantasy, correct",0.04606689554150865
5288,0,1,2,fantasy->scifi,0.949983304569979
4974,0,0,0,"fantasy, correct",0.24492323968113672
12651,1,1,3,"scifi, correct",0.6790766989617492
17952,1,1,3,"scifi, correct",0.9182795616999986
6950,0,0,0,"fantasy, correct",0.08719557609557249
18835,1,1,3,"scifi, correct",0.9126033436624355
11735,1,1,3,"scifi, correct",0.7975597901796405
964,0,0,0,"fantasy, correct",2.323291862707767e-05
10949,1,1,3,"scifi, correct",0.9339413954881005
9241,0,1,2,fantasy->scifi,0.7045436575186763
16892,1,1,3,"scifi, correct",0.9506884071688436
10841,1,1,3,"scifi, correct",0.9149660358012635
18225,1,1,3,"scifi, correct",0.6124742272563954
2913,0,0,0,"fantasy, correct",0.30912765538884096
16106,1,1,3,"scifi, correct",0.6443568226604599
4937,0,1,2,fantasy->scifi,0.6233168734648203
17522,1,0,1,scifi->fantasy,0.05789576510961016
6853,0,0,0,"fantasy, correct",0.4882163397617039
9118,0,1,2,fantasy->scifi,0.7503687412566681
6709,0,0,0,"fantasy, correct",0.4420510163542732
3456,0,0,0,"fantasy, correct",0.12947587484757092
12935,1,1,3,"scifi, correct",0.5723094537998618
15344,1,1,3,"scifi, correct",0.8847547033685585
14433,1,1,3,"scifi, correct",0.9999884644645515
1255,0,0,0,"fantasy, correct",0.0012818865432831887
6348,0,0,0,"fantasy, correct",0.05250271283573642
10645,1,1,3,"scifi, correct",0.9945958105825671
6145,0,1,2,fantasy->scifi,0.6720157282871118
14487,1,1,3,"scifi, correct",0.9999110593851797
12016,1,1,3,"scifi, correct",0.8023780946876523
13655,1,1,3,"scifi, correct",0.6124742272563954
696,0,0,0,"fantasy, correct",1.2285076195272863e-08
7905,0,0,0,"fantasy, correct",0.014675931439328264
5826,0,0,0,"fantasy, correct",0.1630060533374925
16198,1,1,3,"scifi, correct",0.8763745584731554
6979,0,0,0,"fantasy, correct",0.019604502486054397
17051,1,1,3,"scifi, correct",0.9809771782991613
18438,1,1,3,"scifi, correct",0.9658123782503236
6874,0,0,0,"fantasy, correct",0.027361118458478238
19552,1,1,3,"scifi, correct",0.6124742272563954
14494,1,1,3,"scifi, correct",0.8051474274772619
6599,0,1,2,fantasy->scifi,0.5524828642017402
12357,1,1,3,"scifi, correct",0.6057779007923798
15577,1,0,1,scifi->fantasy,0.4462220531128667
12094,1,1,3,"scifi, correct",0.6386337531548035
8713,0,1,2,fantasy->scifi,0.708903953906559
11284,1,1,3,"scifi, correct",0.8501574799454343
17091,1,1,3,"scifi, correct",0.5301584709616882
15225,1,1,3,"scifi, correct",0.9319504672681694
7910,0,0,0,"fantasy, correct",0.10227456273416664
7409,0,0,0,"fantasy, correct",0.4742027873435617
11111,1,1,3,"scifi, correct",0.971599209376963
12613,1,1,3,"scifi, correct",0.9856347702423414
18636,1,1,3,"scifi, correct",0.7058856309057098
13489,1,0,1,scifi->fantasy,0.3676718904786999
2215,0,0,0,"fantasy, correct",4.341570022569368e-10
6785,0,0,0,"fantasy, correct",0.2046555307267934
12115,1,1,3,"scifi, correct",0.6436480670466136
19424,1,0,1,scifi->fantasy,0.2738973157525377
13441,1,1,3,"scifi, correct",0.5634256427997032
14641,1,1,3,"scifi, correct",0.9191196500687691
6239,0,0,0,"fantasy, correct",0.17004299346060892
228,0,0,0,"fantasy, correct",0.0001076280615985307
13062,1,0,1,scifi->fantasy,0.21284598484039932
5050,0,0,0,"fantasy, correct",0.00034671102502244444
16095,1,1,3,"scifi, correct",0.8951597339882204
2049,0,0,0,"fantasy, correct",3.5654743825407785e-09
7570,0,0,0,"fantasy, correct",0.003769670632575232
12188,1,0,1,scifi->fantasy,0.3516989542673797
14843,1,1,3,"scifi, correct",0.9982045540684762
5767,0,1,2,fantasy->scifi,0.6275903653339524
13380,1,1,3,"scifi, correct",0.9977278287219885
15010,1,1,3,"scifi, correct",0.99972857953301
15357,1,1,3,"scifi, correct",0.8851218181637337
14398,1,0,1,scifi->fantasy,0.42505155940255307
18059,1,1,3,"scifi, correct",0.5918094372849726
17410,1,1,3,"scifi, correct",0.8838636966334893
16458,1,1,3,"scifi, correct",0.969214146615603
548,0,0,0,"fantasy, correct",0.3868580984782404
2866,0,0,0,"fantasy, correct",0.08492786456392297
6593,0,0,0,"fantasy, correct",0.08517044695811733
16610,1,1,3,"scifi, correct",0.5760981839724434
4911,0,1,2,fantasy->scifi,0.9348555143590153
3722,0,0,0,"fantasy, correct",0.4503695038735705
4065,0,0,0,"fantasy, correct",0.07256541140358361
12146,1,1,3,"scifi, correct",0.562531051463799
11127,1,1,3,"scifi, correct",0.6021018141973257
7177,0,0,0,"fantasy, correct",0.013512977596571945
12869,1,1,3,"scifi, correct",0.6124742272563954
2968,0,0,0,"fantasy, correct",0.020637769447358425
12965,1,0,1,scifi->fantasy,0.46758710862361386
19964,1,1,3,"scifi, correct",0.990703543765626
8238,0,0,0,"fantasy, correct",0.37991441737263015
308,0,0,0,"fantasy, correct",0.03549972009919188
16195,1,1,3,"scifi, correct",0.5457866988161506
8234,0,1,2,fantasy->scifi,0.8796620478151917
19118,1,0,1,scifi->fantasy,0.4676066966696225
12284,1,1,3,"scifi, correct",0.9313410682267361
3628,0,1,2,fantasy->scifi,0.9604436727305173
6983,0,0,0,"fantasy, correct",0.3836102831143873
408,0,0,0,"fantasy, correct",0.00263841120227467
18825,1,1,3,"scifi, correct",0.9945958105825671
11266,1,1,3,"scifi, correct",0.8509843402430252
17610,1,1,3,"scifi, correct",0.8777665066439901
4272,0,1,2,fantasy->scifi,0.6292934377540567
6403,0,0,0,"fantasy, correct",0.05520734199469104
6329,0,0,0,"fantasy, correct",7.433579466581245e-05
653,0,0,0,"fantasy, correct",0.0681818181219693
4942,0,0,0,"fantasy, correct",0.006907877350628559
4831,0,0,0,"fantasy, correct",0.07142183574534361
11190,1,1,3,"scifi, correct",0.7480055352022231
